CLUSTER_GRUPO;CEP_RISCO;DS_MOD_PRC;MOD_PRC;DS_MOD_ADC;MOD_ADC;OFERTA;OFERTA_GERAL;OFERTA_DIGITAL;OFERTA_URA;OFERTA_PAP;OFERTA_OUTBOUND
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R09;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R09;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R09;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R10;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R10;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R10;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R11;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R11;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R11;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R12;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R12;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R12;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R13;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R13;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R13;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R14;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R14;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R14;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R15;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R15;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R15;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R16;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R16;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R16;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R17;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R17;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R17;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R18;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R18;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R18;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R19;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R19;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R19;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R20;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R20;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R20;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R21;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R21;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R21;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R22;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R22;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R22;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R23;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R23;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R23;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R24;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R24;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R24;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;G4 - BHV;R25;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;G4 - BHV;R25;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;G4 - BHV;R25;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R02;Restritivos;z. Com Rest;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R02;Restritivos;z. Com Rest;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R02;Restritivos;z. Com Rest;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R01;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R01;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R01;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R02;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R02;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R02;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R03;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R03;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R03;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R04;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R04;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R04;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R05;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R05;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R05;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R06;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R06;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R06;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R07;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R07;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R07;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R08;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R08;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R08;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R09;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R09;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R09;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R10;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R10;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R10;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R11;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R11;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R11;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R12;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R12;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R12;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R13;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R13;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R13;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R14;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R14;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R14;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R15;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R15;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R15;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R16;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R16;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R16;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R17;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R17;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R17;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R18;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R18;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R18;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R19;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R19;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R19;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R20;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R20;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R20;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R21;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R21;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R21;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R22;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R22;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R22;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R23;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R23;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R23;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R24;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R24;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R24;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;G4 - BHV;R25;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;G4 - BHV;R25;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;G4 - BHV;R25;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R03;Restritivos;z. Com Rest;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R03;Restritivos;z. Com Rest;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R03;Restritivos;z. Com Rest;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R01;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R01;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R01;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R02;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R02;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R02;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R03;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R03;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R03;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R04;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R04;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R04;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R05;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R05;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R05;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R06;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R06;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R06;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R07;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R07;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R07;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R08;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R08;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R08;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R09;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R09;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R09;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R10;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R10;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R10;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R11;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R11;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R11;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R12;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R12;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R12;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R13;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R13;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R13;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R14;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R14;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R14;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R15;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R15;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R15;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R16;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R16;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R16;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R17;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R17;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R17;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R18;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R18;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R18;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R19;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R19;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R19;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R20;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R20;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R20;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R21;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R21;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R21;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R22;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R22;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R22;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R23;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R23;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R23;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R24;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R24;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R24;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R04;G4 - BHV;R25;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R04;G4 - BHV;R25;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R04;G4 - BHV;R25;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R04;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R04;Restritivos;z. Com Rest;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R04;Restritivos;z. Com Rest;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R04;Restritivos;z. Com Rest;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R01;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R01;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R01;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R02;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R02;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R02;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R03;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R03;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R03;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R04;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R04;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R04;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R05;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R05;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R05;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R06;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R06;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R06;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R07;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R07;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R07;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R08;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R08;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R08;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R09;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R09;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R09;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R10;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R10;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R10;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R11;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R11;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R11;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R12;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R12;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R12;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R13;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R13;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R13;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R14;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R14;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R14;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R15;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R15;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R15;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R16;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R16;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R16;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R17;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R17;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R17;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R18;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R18;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R18;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R19;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R19;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R19;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R20;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R20;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R20;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R21;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R21;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R21;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R22;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R22;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R22;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R23;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R23;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R23;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R24;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R24;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R24;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R05;G4 - BHV;R25;15;15;15;15;15;0
G4;c.RISCO ALTO;HVI3;R05;G4 - BHV;R25;15;15;15;15;15;0
G4;b.RISCO NEUTRO;HVI3;R05;G4 - BHV;R25;15;15;15;15;15;0
G4;a.RISCO BAIXO;HVI3;R05;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;c.RISCO ALTO;HVI3;R05;Restritivos;y. Sem Rest;15;15;15;15;15;15
G4;b.RISCO NEUTRO;HVI3;R05;Restritivos;z. Com Rest;15;15;15;15;15;15
G4;a.RISCO BAIXO;HVI3;R05;Restritivos;z. Com Rest;15;15;15;15;15;15
